OrderID,Product,Category,Price,Quantity,OrderDate,CustomerID,Country,Region,Salesperson
38,Gloves,Home Goods,386.48,7,28-Sep-25,CUS1048,  United Kingdom  ,North,Robert Valencia
39,Handmade Sausages,Sports,156.39,5,12-Sep-24,CUS1443,canada,East,Tony Franklin
40,,Home Goods,408.74,5,09/23/2024,CUS1931,USA,South,Mandy Singh
40,,Home Goods,408.74,5,09/23/2024,CUS1931,USA,South,Mandy Singh
41,Shoes,Clothing,377.74,8,06/07/2025,CUS4200,USA,East,Valerie Doyle
41,Shoes,Clothing,377.74,8,06/07/2025,CUS4200,USA,East,Valerie Doyle
42,Computer,Books,N/A,6,2024-09-06,CUS4315,Canada,North,Rebekah Lee
43,Practical Rubber Car,Home Goods,248.29,7,2025-01-10,CUS7420,United Kingdom,North,Susan Young
44,Intelligent Soft Sausages,Clothing,406.6,9,2025-10-15,CUS4448,Canada,North,Angela Cooke
45,Steel Soap,Clothing,98.78,3,2025-09-03,CUS2237,UK,South,William Lee
46,Shirt,Clothing,457.82,10,2025-06-08,CUS3740,UK,West,Jenny Adams
47,Granite Cheese,Books,Error,1,05-May-25,CUS3407,USA,South,Christopher Haynes
48,Fantastic Wooden Keyboard,Sports,442.42,4,21-Apr-25,CUS8820,usa,Central,Rodney Martinez
49,Handmade Plastic Shirt,Electronics,111.02,1,10/31/2025,CUS8935,,West,Robert Lopez
50,Metal Tuna,Home Goods,445.3,6,01/06/2025,CUS4810,  UK  ,West,Benjamin Moreno
51,Rubber Fish,Sports,409.39,7,2024-10-20,CUS5201,United States,East,Jessica Hernandez
52,Ergonomic Bike,Clothing,476.97,1,12/31/2023,CUS7377,United States,West,Jesse Ayala
53,Cotton Chips,Sports,332.68,two,18-Jul-25,CUS4265,United States,North,Sharon Stephens
53,Cotton Chips,Sports,332.68,two,18-Jul-25,CUS4265,United States,North,Sharon Stephens
54,Fresh Gloves,Sports,,2,2024-11-27,CUS1686,Canada,North,Allison Farmer
55,Practical Wooden Sausages,Sports,156.47,4,16-Apr-25,CUS1868,USA,North,William Thompson
56,Chips,Electronics,371.31,9,23-Oct-25,CUS6367,  United States  ,East,Karen Hutchinson
57,Awesome Gloves,Electronics,276.53,4,2024-01-06,CUS4659,usa,West,Bradley Shannon
58,Fresh Keyboard,Sports,247.21,191,2025-02-02,CUS4380,canada,South,Christopher Porter
59,Licensed Metal Table,Electronics,187.55,4,2024-07-16,CUS9824,canada,West,Jacqueline Collier
60,Ergonomic Plastic Gloves,Home Goods,106.05,5,13-Apr-24,CUS5595,Canada,North,Kimberly Martinez
61,Small Rubber Towels,Home Goods,242.11,1,26-Jan-24,CUS6786,canada,Central,Kristina Smith
62,Intelligent Fresh Gloves,Sports,471.77,9,07/15/2024,CUS8389,Canada,North,Joshua Zamora
63,Computer,Books,19.79,3,,CUS5660,Canada,West,Karen Hughes
64,Pants,Clothing,134.76,8,02/24/2024,CUS1023,canada,North,William Flores
65,Practical Metal Bike,Clothing,423.88,4,11/21/2024,CUS7579,usa,East,Dr. Kelly Hammond
66,Steel Bacon,Books,253.47,8,07-Sep-25,CUS1601,United States,East,Ariana Johnson
67,Used Ball,Electronics,110.54,7,17-Jul-24,CUS9776,  UK  ,West,Amanda Thompson
68,Refined Granite Chair,Home Goods,59.55,7,03-Feb-24,,United States,South,Darryl Cooper
69,Rustic Ball,Clothing,30.42,8,2025-09-25,CUS2230,  usa  ,South,Jeffrey Conrad
70,Gorgeous Computer,Electronics,N/A,one,16-Nov-24,CUS3960,canada,North,Veronica Schultz
71,Metal Chair,Home Goods,359.57,6,2024-07-15,CUS8500,canada,South,Linda Fernandez
72,Granite Keyboard,Sports,191.07,4,03-Aug-25,CUS7609,USA,North,Stephen Mccormick
73,Salad,Books,318.48,6,08/02/2025,CUS2551,USA,North,Kimberly Mays DVM
74,Awesome Plastic Salad,Clothing,483.95,6,2024-10-28,CUS4192,USA,West,Brett Allison
75,Gently Used Shoes,Clothing,446.35,5,03/19/2024,CUS8827,canada,North,Keith Bowman
76,  New Fish  ,Sports,381.49,5,10/24/2024,CUS6948,canada,West,Jesse Foley
77,Rustic Tuna,Clothing,146.64,3,2025-03-26,CUS7145,United States,West,Danielle Johnson
78,Refined Table,Sports,370.31,3,2025-02-23,CUS3376,  Canada  ,West,Andrew Woodard
79,Refined Sausages,Electronics,Error,6,2025-02-27,CUS2117,United States,North,Johnny Clay
80,Plastic Gloves,Home Goods,331.35,8,12-May-24,CUS1904,United Kingdom,North,Judith Carlson
81,Table,Home Goods,75.2,8,,CUS4728,usa,Central,Michael Howell PhD
82,Cotton Keyboard,Electronics,231.1,10,2025-05-19,CUS8052,USA,West,Collin Pope
83,Tasty Granite Hat,Sports,N/A,8,2024-08-29,CUS9626,UK,North,Sara Shaffer
84,Sleek Frozen Computer,Sports,102.45,9,08/28/2024,CUS1599,UK,East,William Brown
85,Practical Table,Clothing,188.47,4,2025-01-30,CUS1964,Canada,Central,Gabrielle Romero
86,,Books,167.46,3,2023-11-29,CUS5955,United Kingdom,East,Dennis Perkins
86,,Books,167.46,3,2023-11-29,CUS5955,United Kingdom,East,Dennis Perkins
87,  Pizza  ,Home Goods,232.78,1,28-Jan-25,CUS4941,United States,South,Debra Gomez
88,Handcrafted Pants,Electronics,303.63,6,04-Oct-25,CUS7284,canada,North,Amber Hayes
89,Tasty Plastic Chips,Clothing,425.4,two,11-Sep-25,CUS6898,United States,South,Brenda Ramirez
90,Chicken,Books,N/A,7,03/09/2025,CUS3213,Canada,East,Peter Blankenship
91,Metal Tuna,Home Goods,163.65,8,12/05/2024,CUS9503,USA,South,Jeffery Thomas
92,Generic Chair,Home Goods,395.14,5,27-Mar-25,CUS2607,canada,South,Danny Quinn Jr.
93,Gorgeous Granite Fish,Sports,210.83,1,2025-10-14,CUS5078,USA,East,Connor Moreno
94,Tasty Fresh Shoes,Home Goods,213.95,10,30-Dec-23,CUS3655,UK,Central,Timothy Miller
95,  Frozen Chair  ,Clothing,43.2,4,08/24/2025,CUS9278,USA,East,Beth Macias
96,Computer,Clothing,103.71,3,17-Sep-25,CUS9277,  United Kingdom  ,West,Christopher Green
97,Small Soft Fish,Home Goods,84.88,6,2025-04-08,CUS5014,UK,East,Cory Mitchell
98,Used Metal Chair,Books,310.33,2,11/30/2024,CUS1168,canada,East,Barbara Day
99,Ergonomic Cheese,Sports,465.91,10,16-Nov-24,CUS4566,usa,East,Jennifer Perez
99,Ergonomic Cheese,Sports,465.91,10,16-Nov-24,CUS4566,usa,East,Jennifer Perez
100,Refined Chips,Sports,308.11,10,22-Nov-24,CUS3946,usa,North,Dana Dean
101,Tasty Pants,Home Goods,N/A,10,2025-01-14,CUS9852,USA,North,Dana Smith
102,Licensed Computer,Electronics,299.84,6,2025-03-01,CUS2641,United Kingdom,South,Makayla Smith
103,Frozen Tuna,Sports,352.47,5,06/04/2024,CUS1314,USA,South,Megan Williams
104,Chicken,Home Goods,178.47,6,07/20/2025,CUS1747,United States,South,Tyler Taylor
105,Awesome Wooden Table,Electronics,134.05,4,2025-04-15,CUS1667,  usa  ,North,Anna Delgado
106,For repair Chicken,Home Goods,250.99,4,05/15/2024,CUS8035,canada,North,Anna Cruz
107,  Gorgeous Granite Salad  ,Clothing,38.5,1,27-Nov-24,CUS9454,usa,West,Stephen Lang
108,Steel Shirt,Sports,,5,04/05/2025,CUS6978,  United States  ,South,Kimberly Peck
108,Steel Shirt,Sports,,5,04/05/2025,CUS6978,  United States  ,South,Kimberly Peck
109,Concrete Table,Sports,95.14,9,2024-10-05,CUS3486,Canada,West,Dustin Nunez
110,Keyboard,Home Goods,306.45,10,22-Dec-23,CUS2166,canada,North,Patricia Hood
111,Ergonomic Salad,Home Goods,364.45,-,2024-02-15,CUS1903,USA,East,Breanna Green
112,Small Metal Ball,Sports,Error,10,2025-05-20,CUS5703,UK,North,Bryan Cook
113,Licensed Cheese,Clothing,264.83,7,17-May-25,CUS8105,USA,East,Mark Torres
114,Frozen Table,Books,462.13,8,2025-05-28,CUS4154,United States,West,Cassandra Jackson
115,Unbranded Car,Sports,171.17,two,05/29/2025,CUS5821,Canada,Central,Paul Lee
116,Gloves,Sports,145.86,8,14-Nov-24,CUS4833,Canada,East,Karen Davis
117,  Bacon  ,Books,256.89,6,2025-05-26,CUS3854,Canada,East,Kelly Grant
118,New Concrete Soap,Clothing,112.6,8,14-Dec-24,CUS9766,  UK  ,North,Rebecca Mccullough
119,Mouse,Clothing,480.89,6,2025-04-14,CUS4345,United States,Central,Melissa Jackson
120,Intelligent Fresh Shirt,Books,,9,04-Nov-24,CUS4438,usa,West,Jennifer Dawson
121,Awesome Cotton Tuna,Home Goods,384.67,8,07/24/2024,CUS4650,USA,West,Patricia Cummings
122,Tasty Metal Gloves,Home Goods,98.82,5,05-Jun-25,CUS1595,UK,Central,Taylor Diaz
123,Frozen Fish,Clothing,201.99,10,2025-06-23,CUS9828,USA,East,Erin Hinton
124,Awesome Car,Books,480.61,8,2025-07-17,CUS2695,canada,East,Richard Nelson
125,Unbranded Bike,Books,162.3,3,06/29/2025,CUS5704,usa,Central,Isaiah Riley
126,Steel Hat,Electronics,62.33,9,05-May-25,CUS7428,UK,East,Jaime Rodgers
127,Table,Sports,51.32,9,22-Apr-25,CUS3883,canada,West,Matthew Odonnell
128,Gorgeous Salad,Electronics,379.3,2,2025-01-21,CUS7506,United Kingdom,West,Kayla Wagner
129,Generic Mouse,Books,143.6,-,12/14/2024,CUS4356,UK,West,Jeffrey Gardner
130,Gorgeous Salad,Clothing,156.67,4,10-Jun-25,CUS6232,,West,Ralph Hayes
131,  Ball  ,Home Goods,250.87,4,16-May-25,CUS1099,usa,Central,Jacob Kennedy
132,Rubber Ball,Clothing,,7,2024-06-27,CUS1484,Canada,East,Billy Mason
133,Granite Shirt,Books,19.74,5,2025-08-21,CUS8271,UK,Central,Jamie Perry
134,Salad,Home Goods,318.06,3,12-Jan-24,CUS1158,UK,North,Maria Greer
135,Unbranded Concrete Mouse,Home Goods,289.24,2,06/15/2025,CUS6613,  Canada  ,West,Kimberly Marshall
136,Tasty Pizza,Clothing,,4,2024-07-19,CUS3553,canada,East,Melissa Martinez
137,Computer,Home Goods,271.32,1,06/08/2024,CUS3763,usa,Central,Frank Maynard
138,Granite Soap,Books,315.95,5,11/18/2024,CUS5846,UK,East,Eric Long
139,  Soft Tuna  ,Books,149.89,185,2025-09-18,CUS5904,UK,North,Gina King
140,  Handmade Bike  ,Home Goods,N/A,10,01/07/2025,CUS4042,canada,South,Scott Jackson
141,Car,Home Goods,184.26,one,2025-07-25,CUS9335,United States,North,Carrie Salinas
142,Frozen Keyboard,Sports,404.81,2,20-Jun-24,CUS4769,United States,South,Mary Carter
143,Gently Used Metal Sausages,Sports,11.47,10,12/22/2023,CUS7592,  USA  ,West,James Hester
144,Gloves,Books,53.03,one,16-Jun-25,CUS4221,usa,East,Patricia Smith
145,Handmade Fresh Chips,Clothing,394.78,4,05/23/2024,CUS9779,United States,West,Travis Patton
146,Plastic Bacon,Books,65.1,one,06/11/2025,CUS8218,United States,Central,Jessica Macdonald
147,  Used Chair  ,Home Goods,309.67,4,05/30/2024,CUS9488,  canada  ,West,William Price
148,Soft Tuna,Books,265.84,5,06/18/2024,CUS3011,  United States  ,East,Maria Jones
149,New Pizza,Electronics,323.76,3,28-Jun-25,CUS5443,United States,Central,Jonathan Wilson
150,Metal Soap,Sports,193.27,8,06-Jun-24,CUS4264,usa,South,Daniel Smith
151,Practical Wooden Fish,Books,73.76,6,2025-03-06,CUS7906,United States,South,Jared Collins
152,Tuna,Books,N/A,9,05/07/2025,CUS4603,United States,West,Beth Porter
153,Handmade Fresh Chicken,Clothing,250.24,6,03/17/2024,CUS9267,United States,East,Maria Griffith
154,  Chips  ,Clothing,164.6,4,19-Nov-23,CUS5179,canada,West,Stephanie Kirby
155,Metal Keyboard,Home Goods,15.62,,09-Jan-24,CUS1297,,South,Timothy Harrison
156,Fresh Pants,Clothing,209.52,1,07/28/2024,CUS5354,Canada,North,Melissa Moore
157,Cheese,Clothing,14.51,8,12-Jun-25,CUS4690,United States,East,Matthew Simon
158,Generic Hat,Books,480.23,,2023-11-10,CUS6705,USA,West,Kevin Sandoval
159,Generic Soft Sausages,Electronics,376.33,4,30-Aug-25,CUS6114,canada,South,Michael Martin
160,For repair Plastic Mouse,Home Goods,436.19,5,2025-08-26,CUS5395,canada,Central,Melissa Thompson
161,Wooden Cheese,Books,452.26,160,12-Apr-25,CUS8146,USA,South,Eric Smith
162,Concrete Cheese,Clothing,284.66,1,01/12/2025,CUS5217,United Kingdom,West,Robin Mccarthy
163,Ball,Electronics,204.15,2,2024-05-21,CUS3972,Canada,South,Joshua Rodriguez
164,Tasty Concrete Pants,Home Goods,304.32,3,25-Mar-24,CUS4753,UK,East,Paul Smith
164,Tasty Concrete Pants,Home Goods,304.32,3,25-Mar-24,CUS4753,UK,East,Paul Smith
165,Licensed Rubber Keyboard,Home Goods,387.73,9,04/27/2024,CUS4053,usa,South,Gary Martinez
166,Fish,Home Goods,13.12,5,11/17/2024,CUS9747,Canada,North,Tyler Gamble
167,Small Granite Fish,Sports,398.53,-,03/11/2024,CUS2564,Canada,South,John Hicks
168,Hat,Books,474.94,6,11/13/2023,CUS5874,  Canada  ,Central,Anthony Lee
169,Frozen Bike,Home Goods,N/A,8,2025-09-18,CUS8928,United Kingdom,South,Jeffrey Freeman
170,Practical Car,Electronics,290.23,9,09/17/2024,CUS4045,Canada,West,Edwin Allen
171,Licensed Frozen Bike,Home Goods,77.71,2,08/02/2024,CUS3482,usa,South,Daniel Velasquez
172,Chair,Sports,468.68,2,12-Jun-24,CUS4458,  United States  ,Central,Misty Mcguire
,Plastic Shirt,Books,88.42,1,22-Apr-24,CUS2311,canada,East,Alexander Johnson
174,  Refined Hat  ,Electronics,367.45,4,07-Sep-24,CUS3278,Canada,Central,Eric Bennett
175,Unbranded Tuna,Books,N/A,9,07-Jul-25,CUS2767,United Kingdom,North,Natalie Nelson
176,Steel Sausages,Home Goods,237.07,9,,CUS3154,USA,West,Brandon Kirk
177,Towels,Home Goods,29.75,2,07/09/2025,CUS6886,United Kingdom,West,Heather Erickson
178,Gently Used Cheese,Home Goods,401.59,8,2024-06-20,CUS2952,United Kingdom,North,Robert Sanders
179,  Handmade Tuna  ,Clothing,58.91,2,2024-06-17,CUS5272,USA,North,Mrs. Teresa Phillips
180,New Fresh Pants,Sports,141.87,5,12/22/2023,CUS4373,United States,South,Andre Robinson
181,Used Frozen Ball,Clothing,199.07,8,01/03/2024,CUS4472,UK,Central,Lisa Sawyer DVM
182,  Sleek Plastic Bike  ,Books,43.51,2,2024-08-12,CUS2672,USA,South,Matthew Beard
183,Ergonomic Table,Sports,150.73,4,10/04/2024,CUS2049,UK,South,Danielle Miller
184,New Pants,Home Goods,383.7,9,2024-11-21,CUS7607,United States,West,
185,Keyboard,Books,466.48,9,06-Aug-25,CUS5404,canada,West,Deborah Kline
185,Keyboard,Books,466.48,9,06-Aug-25,CUS5404,canada,West,Deborah Kline
186,Rubber Mouse,Books,334.33,8,28-Mar-24,CUS6517,Canada,West,Robert Robles
187,Plastic Keyboard,Electronics,419.62,4,2024-11-28,CUS9852,United States,Central,David Sullivan
188,Small Plastic Shirt,Clothing,280.35,155,16-Dec-24,CUS9607,Canada,East,Andrew Tucker
189,  Chair  ,Clothing,13.02,,02/21/2025,CUS7699,Canada,Central,Jennifer Davis
190,Bacon,Books,$231.79,8,2024-08-03,CUS2243,United States,South,Anne Hobbs
191,Chair,Electronics,353.8,7,08/27/2025,CUS1926,  usa  ,East,Matthew Scott
192,Soft Car,Electronics,169.21,6,2025-05-05,CUS2699,USA,South,Tina Church
193,Car,Electronics,$59.56,9,06/01/2025,CUS6953,United Kingdom,North,Jason Davis
193,Car,Electronics,$59.56,9,06/01/2025,CUS6953,United Kingdom,North,Jason Davis
194,  Gently Used Keyboard  ,Books,150.63,9,10/16/2024,CUS8331,USA,North,Mrs. Suzanne Norton MD
195,Wooden Sausages,Sports,,4,2023-11-04,CUS3222,canada,West,Kelly Hansen
196,Steel Chips,Sports,257.87,7,2024-09-07,CUS5894,usa,South,Amanda Johnson
197,  Gently Used Fish  ,Electronics,474.06,5,26-Jan-24,CUS5749,Canada,South,Mary Santos
198,Computer,Books,314.3,1,2024-06-02,CUS7013,canada,South,Heidi Warner DVM
199,Mouse,Sports,268.88,112,2025-08-28,CUS9423,United Kingdom,East,Tonya Murphy
199,Mouse,Sports,268.88,112,2025-08-28,CUS9423,United Kingdom,East,Tonya Murphy
200,Practical Gloves,Electronics,125.42,5,01-Jan-24,CUS2229,usa,South,Angela Raymond
201,Handmade Chicken,Home Goods,337.03,8,15-May-25,CUS5889,Canada,North,Clinton Gallagher
202,  Fresh Computer  ,Books,498.51,,06/13/2024,CUS7305,UK,South,Brian Hopkins
203,Sleek Rubber Salad,Sports,262.13,10,,CUS9532,canada,East,Sandra Butler
204,Soft Fish,Clothing,489.57,one,26-Jan-25,CUS6050,United States,West,Sarah Hunter
205,Concrete Towels,Clothing,287.56,4,2025-07-14,CUS7354,canada,West,Stephanie Randall
206,Steel Soap,Electronics,446.54,2,2024-02-24,CUS4029,usa,Central,Heather Wilson
207,  Practical Plastic Hat  ,Sports,322.54,one,05/07/2024,CUS5849,canada,South,Jessica Hanson
208,Incredible Wooden Bike,Books,241.86,one,2024-01-06,CUS6351,canada,West,Jessica Woodard
209,Granite Salad,Electronics,270.04,175,02/24/2024,CUS9971,canada,North,Sarah Yates
210,Table,Sports,179.66,2,10/22/2025,CUS7773,canada,Central,Anita Mccoy
211,  Fresh Gloves  ,Sports,472.15,10,04/10/2024,CUS6687,  Canada  ,East,Christina Smith MD
212,Fresh Computer,Books,55.68,2,07/05/2024,CUS2947,USA,North,Daniel Taylor
213,New Sausages,Sports,125.11,9,11/20/2023,CUS5398,canada,West,Kathy Reid
214,Chair,Electronics,389.72,9,2025-10-11,CUS7836,  canada  ,West,Joseph Melendez
215,Granite Salad,Clothing,15.66,1,12/21/2024,CUS3725,United Kingdom,East,Matthew Cantu
216,Gently Used Salad,Sports,62.13,9,04/19/2024,CUS7711,usa,East,Mia Martin
217,Concrete Bacon,Home Goods,435.76,1,2025-01-23,CUS1825,United States,North,Michelle Floyd
218,  Refined Frozen Hat  ,Electronics,184.04,7,26-Jan-25,CUS4422,United States,East,David Holland
219,Gently Used Shoes,Books,426.4,,06-Feb-25,CUS9724,canada,North,Austin Horn
220,Fantastic Gloves,Home Goods,419.95,8,23-Jan-24,CUS9703,United States,Central,Kenneth Barrett
221,Towels,Sports,350.69,1,10/22/2025,CUS2830,United States,Central,Debra Taylor
222,Chair,Books,143.7,7,23-Jul-25,CUS5251,USA,South,Mrs. Heather Duke
222,Chair,Books,143.7,7,23-Jul-25,CUS5251,USA,South,Mrs. Heather Duke
223,Frozen Chips,Sports,427.28,5,01/03/2024,CUS2408,United States,South,Karen Edwards
224,Table,Sports,189.84,6,16-Jan-25,CUS5416,United Kingdom,West,Sarah Ball
225,Sleek Steel Chips,Books,303.18,1,20-Jun-25,CUS8859,canada,East,Denise Smith
226,Incredible Frozen Tuna,Electronics,93.79,7,23-Dec-23,CUS4292,usa,East,Samuel Miller
227,Frozen Pants,Sports,88.74,1,09/27/2024,CUS4928,usa,East,Thomas Oconnor
228,Awesome Frozen Hat,Electronics,62.08,two,03/28/2025,CUS7658,usa,South,Chad Armstrong
229,Ball,Home Goods,248.42,two,26-Jul-25,CUS3495,Canada,North,Jose Collins
230,Fantastic Fresh Fish,Sports,82.48,2,2025-06-15,CUS7274,Canada,West,Laura Blanchard
231,Soft Sausages,Electronics,201.53,3,2023-11-09,CUS2789,  Canada  ,South,Adam Fleming DVM
232,Incredible Chair,Electronics,109.21,9,10/09/2025,CUS7294,canada,West,Angela Miller
233,New Cotton Bike,Sports,290.34,5,2024-01-08,CUS2658,usa,West,Brandon Parks
234,Fantastic Soft Sausages,Home Goods,101.64,two,02/19/2024,CUS6017,Canada,West,Raymond Frazier
235,Gorgeous Steel Sausages,Sports,311.45,2,2024-09-09,CUS9207,canada,East,Stephanie Ray
236,Cotton Gloves,Electronics,431.91,6,09/08/2024,CUS1859,usa,West,Andrea Williams
237,Practical Chair,Electronics,62.42,5,2024-11-09,CUS7791,usa,East,Kim Black
238,Cotton Towels,Clothing,440.03,9,03/18/2025,CUS3482,USA,South,Dr. Alison Dalton
239,Incredible Frozen Fish,Clothing,115.91,5,01/12/2024,CUS6048,canada,Central,Juan Dean
240,Mouse,Home Goods,480.59,9,20-Dec-23,CUS8509,canada,South,Caitlin James
241,Concrete Keyboard,Books,266.61,2,05/29/2024,CUS3440,  Canada  ,East,Tracey Stout
242,Gorgeous Towels,Electronics,81.05,5,2024-11-02,CUS4403,usa,West,Michelle Davis
243,Practical Concrete Gloves,Clothing,382.07,1,29-Sep-24,CUS1926,UK,East,Caleb Mcdowell
244,For repair Wooden Cheese,Electronics,,8,21-Oct-24,CUS7435,canada,West,Karen Mendoza
245,Pizza,Clothing,128.08,7,07/04/2025,CUS4622,UK,East,Patricia Johnson
246,Plastic Bacon,Sports,349.79,one,28-Dec-23,,  United States  ,South,Cindy Jones
246,Plastic Bacon,Sports,349.79,one,28-Dec-23,,  United States  ,South,Cindy Jones
247,Small Chair,Clothing,Error,2,06-Aug-25,CUS3209,Canada,West,Michelle Klein
248,Used Tuna,Home Goods,365.56,6,21-Feb-24,CUS4539,  USA  ,West,Dana Frazier
249,Intelligent Shoes,Books,44.62,4,10/08/2024,CUS4273,United Kingdom,South,Nicholas Bailey
250,Unbranded Ball,Sports,408.03,1,15-Aug-24,CUS2748,USA,Central,Richard Moody
251,Cheese,Electronics,265.5,121,2024-11-13,CUS9735,USA,North,Nicholas Ortiz
252,Unbranded Cotton Tuna,Clothing,149.87,3,30-Nov-23,CUS4862,canada,South,Paula Choi
253,Soft Cheese,Books,85.58,5,03/28/2025,CUS1708,  Canada  ,East,Natalie Roberts
254,Sausages,Books,59.49,2,2024-05-27,CUS6273,United Kingdom,Central,Scott Porter
255,Fresh Table,Sports,476.15,7,2024-08-29,CUS4075,Canada,West,Jessica Turner
256,,Sports,,1,07-Feb-25,CUS5570,United Kingdom,Central,Monica Wiley
257,Used Wooden Gloves,Home Goods,148.1,10,13-May-25,CUS5661,  UK  ,North,Jason Lyons
258,Chips,Sports,302.17,7,19-Feb-24,CUS4343,UK,West,Frank Martinez
259,Licensed Plastic Salad,Electronics,386.99,3,2025-07-28,CUS5954,USA,South,Julie Schmitt
260,Wooden Chips,Electronics,335.9,146,2024-09-27,CUS8698,Canada,East,William Fritz
261,Steel Sausages,Home Goods,490.75,2,08-Jul-24,CUS5544,Canada,South,Andrew Mathis
262,New Concrete Keyboard,Clothing,180.15,3,2025-01-26,CUS7667,United States,Central,Vincent Stone
263,Car,Home Goods,Error,100,05/28/2024,CUS5742,Canada,South,Courtney Ochoa
264,Granite Shoes,Home Goods,199.63,two,23-Apr-24,CUS4355,UK,South,Michael Spears
265,Cheese,Books,446.78,6,2025-07-20,CUS8252,USA,North,Michael Rangel
266,  Handcrafted Frozen Sausages  ,Clothing,217.67,1,16-Mar-24,CUS8129,UK,West,Timothy Potter
267,  For repair Shirt  ,Electronics,N/A,6,20-Sep-25,CUS4835,  United States  ,South,Nicole Brown
268,  Chair  ,Sports,160.24,one,04/14/2024,CUS4409,canada,North,Rachael Nguyen
269,Cotton Gloves,Clothing,27.95,6,2024-05-26,CUS6971,UK,West,Mr. Joseph Lara
270,Shoes,Electronics,208.13,4,2025-09-01,CUS2081,USA,South,Danny Martinez
270,Shoes,Electronics,208.13,4,2025-09-01,CUS2081,USA,South,Danny Martinez
271,Cotton Gloves,Clothing,434.3,10,04/26/2024,CUS8960,usa,West,Duane Valenzuela
272,Chips,Books,67.31,2,23-Sep-25,CUS6173,United Kingdom,Central,Susan Joyce
273,Frozen Table,Electronics,297.55,4,05/25/2024,CUS4439,USA,East,Dennis Johns
273,Frozen Table,Electronics,297.55,4,05/25/2024,CUS4439,USA,East,Dennis Johns
