OrderID,Product,Category,Price,Quantity,OrderDate,CustomerID,Country,Region,Salesperson
43,Sleek Metal Bacon,Books,37.78,4,06/22/2024,CUS2590,canada,North,Michelle Jones
44,Keyboard,Clothing,60.25,one,2024-07-08,CUS4551,usa,South,Allison Robinson
45,Fresh Chicken,Sports,109.91,1,2024-03-30,CUS6198,United States,West,Johnathan Schmitt
46,Chips,Home Goods,179.93,10,02/26/2025,CUS9841,United States,Central,Veronica Lopez
46,Chips,Home Goods,179.93,10,02/26/2025,CUS9841,United States,Central,Veronica Lopez
47,Gloves,Books,22.44,7,2025-04-17,CUS5749,usa,North,Alex Sosa
48,Fantastic Bike,Home Goods,478.07,5,12/28/2024,CUS6405,USA,Central,Jonathan Ferguson
49,Handcrafted Fresh Sausages,Books,115.45,3,02/28/2025,CUS5342,United States,South,Rachel Lane
50,Unbranded Concrete Towels,Books,371.18,4,2025-01-02,CUS1781,USA,Central,Roger Howard
51,Tasty Wooden Hat,Books,270.14,8,30-Jul-25,CUS5179,usa,West,Savannah Pollard
52,Intelligent Hat,Electronics,,2,06-Apr-24,CUS3067,USA,South,Kimberly Mayer
53,Ergonomic Wooden Table,Home Goods,N/A,4,09/07/2025,CUS1627,UK,East,Christine Mcbride
54,Soft Cheese,Clothing,283.4,7,2025-03-28,CUS9806,United States,North,Tracey Estrada
55,For repair Concrete Salad,Clothing,30.71,8,02/04/2024,CUS3702,Canada,Central,Angela Chang
56,Mouse,Books,356.35,7,2025-10-24,CUS5565,usa,South,Michael Miller
57,Intelligent Fish,Sports,58.99,5,03/27/2025,CUS1353,  usa  ,East,Cameron Casey
58,  New Mouse  ,Electronics,163.91,191,2024-07-08,CUS9171,United Kingdom,West,Maria Johnson
59,Wooden Table,Clothing,139.63,-,2024-09-21,CUS7169,Canada,West,Robert Myers
60,Hat,Electronics,64.07,3,2025-07-25,CUS1924,Canada,North,Kimberly Cameron
61,Handcrafted Shoes,Sports,481.64,4,10/28/2024,CUS5222,  usa  ,Central,Shane Wong
62,Chair,Books,94.48,8,17-Jun-24,CUS5829,UK,East,Kyle Smith
63,Cheese,Clothing,193.18,2,03/31/2024,CUS1331,USA,Central,Christine Ayala
64,Frozen Tuna,Clothing,487.72,1,09/05/2025,CUS4151,United Kingdom,West,Tyler Cruz
65,Concrete Pants,Sports,131.64,7,02-Apr-25,CUS5973,canada,East,Tammy Rice
66,Table,Clothing,299.29,8,2023-12-11,CUS9277,Canada,West,Kevin Wallace
67,Mouse,Clothing,397.98,8,08/10/2024,CUS3457,United States,East,Caitlin Sparks
68,Chicken,Books,294.28,1,01/22/2025,CUS8728,USA,West,Cynthia Valentine
69,Small Fresh Mouse,Books,,2,26-Jul-25,CUS8854,USA,West,Kelly Jackson MD
70,Ball,Sports,285.17,8,25-Mar-25,CUS2074,United States,East,Andrew Torres
71,Rustic Bacon,Sports,353.58,6,2024-07-06,CUS1368,UK,East,James Perez
72,  Chicken  ,Electronics,132.57,2,24-Dec-24,CUS1119,United Kingdom,North,Carol Reed
73,Frozen Car,Home Goods,Error,6,27-May-25,CUS9770,USA,North,Nicole Green
74,Sleek Gloves,Sports,459.24,10,02/29/2024,CUS6937,Canada,West,Charles Alvarez
75,Handcrafted Chips,Home Goods,494.2,1,2024-05-25,CUS3919,USA,East,Julie Mitchell
76,Mouse,Home Goods,13.02,3,2025-03-27,CUS2640,Canada,North,Antonio Allen
77,  Fish  ,Electronics,324.64,6,30-Mar-25,CUS5110,UK,West,Scott Ruiz
78,Incredible Cheese,Books,85.21,,11-Sep-24,CUS7135,United Kingdom,West,
79,Shoes,Sports,54.94,,10/25/2024,CUS4654,United Kingdom,North,Elizabeth Delacruz
80,Bike,Clothing,462.97,7,2024-01-28,CUS6739,UK,Central,Rachel Lamb
81,Rubber Soap,Electronics,351.34,8,25-Aug-25,CUS2478,UK,Central,Nicole Diaz
82,Table,Home Goods,469.31,4,2024-10-14,CUS5612,UK,South,Lori Baxter
83,Chair,Clothing,479.04,8,30-May-25,CUS9821,USA,East,Robert Snyder
84,Licensed Granite Gloves,Sports,88.51,4,14-Apr-24,CUS1743,USA,West,Lance Davis
85,Rubber Table,Clothing,161.78,4,17-Nov-24,CUS8503,United Kingdom,North,Alyssa Morris
86,Cotton Towels,Electronics,322.32,2,13-Jul-24,CUS9842,Canada,North,Calvin Espinoza
87,Ball,Clothing,339.88,5,04/03/2024,CUS7688,  Canada  ,North,Jacob Gonzalez
88,Small Salad,Clothing,459.52,9,04/08/2024,CUS8085,Canada,East,Jason Smith
89,Gorgeous Concrete Car,Clothing,393.86,4,08-Jun-24,CUS5709,United States,Central,Robert Pugh
90,Cheese,Clothing,244.0,3,08/25/2025,CUS2374,Canada,South,Ashley Gomez
91,Gently Used Cotton Chips,Home Goods,30.47,7,2025-07-04,CUS5223,USA,East,Eric Clark
92,Fresh Tuna,Books,30.24,7,05/26/2025,CUS2480,USA,East,Vicki Sanchez
93,Awesome Chips,Electronics,235.45,7,2024-03-07,CUS4777,United States,South,Christopher Buck
94,Keyboard,Clothing,17.54,one,02/27/2024,CUS3456,USA,West,Elizabeth Lynch
95,Tasty Hat,Clothing,374.8,1,2024-05-13,CUS1265,Canada,South,Lisa Steele
96,Shirt,Sports,153.9,4,04/27/2025,CUS8636,United States,East,Jessica Carter
97,  Practical Table  ,Clothing,465.18,8,2023-11-24,CUS2307,United Kingdom,Central,Steve Lopez
98,Fantastic Gloves,Books,442.86,2,27-Jun-25,CUS7555,Canada,Central,Michael Watson
99,Rubber Shirt,Home Goods,65.08,8,19-Jul-24,CUS2614,United Kingdom,West,Carla Schaefer
100,Shirt,Clothing,357.79,5,10/30/2025,CUS8212,United Kingdom,East,Mr. David Watkins
101,Soft Hat,Books,489.68,9,06/29/2024,CUS8882,United States,Central,Brandy Randall
101,Soft Hat,Books,489.68,9,06/29/2024,CUS8882,United States,Central,Brandy Randall
102,Granite Soap,Books,422.2,187,06/26/2024,CUS6024,USA,South,Gerald Hoffman
103,Incredible Computer,Electronics,,9,2024-10-01,CUS4315,United Kingdom,East,Sarah Fowler
104,Concrete Tuna,Home Goods,85.44,6,21-Nov-24,CUS8723,  UK  ,North,Nicholas Mccarthy
105,  Soap  ,Books,278.85,3,2024-03-30,CUS8108,United States,East,Paul Shaffer
106,Chair,Home Goods,97.16,4,2025-03-15,CUS3481,usa,West,John Lane
107,Ergonomic Tuna,Home Goods,332.78,7,07/18/2025,CUS5916,USA,South,Angela Snyder
108,  Car  ,Clothing,251.6,2,05/14/2024,CUS1747,United States,Central,James Deleon
109,Ball,Books,197.83,3,2024-01-08,CUS1256,  United Kingdom  ,South,Shannon Benitez
110,Used Concrete Tuna,Electronics,48.43,10,12/02/2024,CUS2083,UK,West,John Clark
111,Concrete Towels,Electronics,259.87,10,11/03/2023,CUS6670,  UK  ,North,Mark Horn
112,Fresh Chicken,Sports,,5,02-Aug-24,CUS9329,USA,South,Jacob Terry
113,Granite Shoes,Clothing,156.56,10,12/31/2023,CUS8392,Canada,East,James Gonzalez
114,Car,Electronics,294.94,8,2025-01-03,CUS8688,canada,South,Cheryl Brown
114,Car,Electronics,294.94,8,2025-01-03,CUS8688,canada,South,Cheryl Brown
115,Tuna,Clothing,182.16,9,02-Jun-24,CUS7189,United States,West,Ashley Anderson
116,Mouse,Electronics,129.82,3,03/07/2024,CUS5735,UK,West,Nicholas Singh
117,Fantastic Granite Keyboard,Clothing,159.94,2,06/07/2024,CUS7712,  UK  ,East,James Shaffer
118,Plastic Ball,Home Goods,456.25,6,10/16/2025,CUS7673,canada,North,Brian Edwards
119,Unbranded Fresh Table,Books,370.6,2,08/04/2024,CUS1803,United Kingdom,Central,Becky Spencer
120,Granite Pants,Sports,200.76,8,11/08/2023,CUS5008,Canada,East,Amber Bowman
121,  Chips  ,Books,290.71,3,2025-01-09,CUS3818,United Kingdom,North,David Cunningham
122,Ball,Electronics,499.69,7,10/17/2025,CUS5147,United States,Central,Tonya Ward
123,Ball,Sports,136.41,9,11/07/2023,CUS3284,United Kingdom,Central,Mark Sanchez
124,Refined Hat,Electronics,47.77,2,12-Feb-24,CUS2066,usa,Central,Edward Barrett
125,Cheese,Books,68.29,174,05-Nov-24,CUS2994,UK,East,Samantha Crane
126,Ergonomic Table,Home Goods,432.23,4,2024-04-03,CUS3173,Canada,West,Madison Green
127,Shoes,Home Goods,289.91,9,09-Jan-24,CUS5704,UK,Central,Elizabeth Norris
128,New Bacon,Books,192.42,6,2024-10-14,CUS8067,United Kingdom,North,Connie Burke
129,Sleek Ball,Home Goods,460.42,113,14-Jun-24,CUS8091,UK,North,Becky Gregory
129,Sleek Ball,Home Goods,460.42,113,14-Jun-24,CUS8091,UK,North,Becky Gregory
130,  Soft Pizza  ,Sports,448.33,3,09/15/2024,CUS2586,Canada,East,Brandon Morrison
131,Used Pizza,Electronics,445.44,1,01-May-25,CUS4662,UK,Central,Valerie Padilla
132,Salad,Sports,119.68,,2025-02-27,CUS5700,  canada  ,North,Jamie Cox
132,Salad,Sports,119.68,,2025-02-27,CUS5700,  canada  ,North,Jamie Cox
133,  Handmade Towels  ,Clothing,285.47,7,2024-12-12,CUS3684,usa,West,Paul Benson
134,Shirt,Clothing,27.62,10,11-Dec-24,CUS3126,  United Kingdom  ,East,Robert Leon
135,  Frozen Tuna  ,Clothing,420.61,5,2024-08-07,CUS8899,canada,South,Michael Rose
136,  Ergonomic Plastic Computer  ,Sports,495.69,3,2024-05-20,CUS4585,usa,North,Kevin Rodriguez
137,Granite Salad,Home Goods,Error,5,03/13/2025,CUS7627,United States,South,Julie Jones
138,Gently Used Metal Keyboard,Sports,388.48,8,2024-04-27,CUS7551,  usa  ,North,Travis Blackburn
139,Used Metal Towels,Clothing,209.9,,2023-12-23,CUS5626,United States,North,Edward Mitchell
140,Computer,Electronics,$248.83,6,23-Oct-25,CUS5534,canada,East,Carlos Andrade
,Generic Bike,Home Goods,131.3,6,01/23/2024,CUS6295,USA,South,Jesse Bender
142,Fantastic Frozen Chips,Clothing,170.77,one,30-Aug-25,CUS5723,canada,West,John Martinez
143,Concrete Chicken,Electronics,N/A,10,2024-04-11,CUS6942,United Kingdom,West,Jeffrey Gutierrez
144,Refined Tuna,Sports,36.71,-,2025-09-19,CUS5441,canada,South,Jacob Ramirez
145,Metal Tuna,Home Goods,465.4,6,25-Dec-24,CUS3198,  United Kingdom  ,South,Ashley Johnson
146,Tasty Pants,Electronics,201.57,6,2025-08-09,CUS8969,usa,South,Haley Pratt
147,Unbranded Hat,Books,381.42,10,2023-11-25,CUS7434,United States,West,Billy Wright
148,Wooden Salad,Sports,262.72,3,29-Aug-25,CUS3337,  UK  ,North,Timothy Johnson
149,Practical Concrete Keyboard,Electronics,44.96,7,04/22/2025,CUS6235,United States,South,Martha Ramirez
149,Practical Concrete Keyboard,Electronics,44.96,7,04/22/2025,CUS6235,United States,South,Martha Ramirez
150,Ball,Electronics,440.7,4,02/24/2025,CUS5298,  USA  ,East,April Hall
151,Metal Chair,Home Goods,136.76,9,03-Nov-23,CUS3706,usa,East,Jeffrey Alvarez
152,Used Chips,Clothing,168.68,154,2023-11-02,CUS5222,United Kingdom,South,Melissa Baker
153,Licensed Table,Clothing,249.64,10,09-Jul-24,CUS1085,UK,Central,James Martinez
154,Rubber Shirt,Home Goods,424.14,4,04/29/2025,CUS5794,Canada,East,Terry Martinez
155,Practical Table,Electronics,93.66,3,14-Feb-25,CUS3052,  Canada  ,North,Tina Harrison
156,Concrete Tuna,Electronics,160.57,3,24-Dec-23,CUS6813,UK,East,Christopher Burnett
157,Bacon,Home Goods,220.31,109,06-Jun-25,CUS3349,canada,North,Summer Martin DVM
158,Steel Hat,Home Goods,186.39,8,08/09/2024,CUS8695,  United Kingdom  ,West,Dana Wood
159,Awesome Bacon,Electronics,220.31,7,2024-12-20,CUS1005,usa,North,Michelle Barrett
160,Metal Soap,Electronics,410.42,3,01/19/2024,CUS7800,United States,Central,Lauren Chavez
161,Small Chicken,Home Goods,323.65,5,10/16/2025,CUS4065,UK,North,Michael Murphy
162,Table,Clothing,11.29,9,21-Jun-24,CUS1591,United Kingdom,North,Anthony Lawrence
163,Metal Ball,Sports,63.52,2,10/11/2024,CUS9086,United States,East,Susan Boyd
164,Ergonomic Fish,Clothing,117.25,9,27-Dec-24,CUS8039,canada,Central,Charles Brown
164,Ergonomic Fish,Clothing,117.25,9,27-Dec-24,CUS8039,canada,Central,Charles Brown
165,Soft Soap,Clothing,277.93,10,2025-02-04,CUS5795,canada,North,Thomas Kelly
166,Gently Used Shoes,Books,495.82,162,02/03/2025,CUS3913,Canada,South,Lisa Romero
167,Gorgeous Metal Pizza,Sports,186.66,5,2024-11-22,CUS4207,United States,South,Chloe Velez
168,Soft Mouse,Books,290.7,9,12-Jan-25,CUS8784,usa,North,Victoria Mahoney
169,Cotton Salad,Electronics,154.47,8,17-Sep-24,CUS3180,,South,Kayla Walker
169,Cotton Salad,Electronics,154.47,8,17-Sep-24,CUS3180,,South,Kayla Walker
170,Tasty Steel Cheese,Sports,203.9,9,2024-09-30,CUS2395,UK,West,Danielle Little
171,Awesome Fresh Shirt,Clothing,325.42,1,2025-04-19,CUS5317,USA,North,Maurice Wilson
172,Sleek Metal Salad,Sports,167.89,6,09/15/2024,CUS1986,usa,Central,Laurie Morse
173,  Chips  ,Home Goods,459.89,9,11/18/2024,CUS5945,UK,West,Allison Bishop
174,,Books,112.36,-,13-Apr-25,CUS2046,USA,West,Jason Brennan
175,Rubber Ball,Clothing,12.59,5,09/25/2025,CUS3009,Canada,North,Thomas Humphrey
176,Small Keyboard,Books,490.97,157,2025-03-21,CUS9277,  UK  ,South,Jeffrey Andrews
177,Soft Shirt,Sports,479.92,1,11/06/2024,CUS8444,USA,South,Hannah Williams
178,Licensed Granite Soap,Clothing,185.46,4,08/16/2024,CUS3172,UK,South,Leah Walsh
179,Fantastic Pizza,Books,440.73,2,05/20/2025,CUS1297,Canada,Central,Nathan Farley
180,Pants,Books,296.79,5,19-May-24,CUS1055,  usa  ,North,Christopher Baldwin
181,Unbranded Shirt,Books,486.81,6,07-Mar-25,CUS1353,Canada,North,Sherri Mack
182,Gorgeous Metal Chicken,Electronics,,8,03/31/2025,CUS9534,UK,North,Jason Boyle
183,Rustic Bike,Home Goods,108.26,3,2024-05-02,CUS3975,Canada,North,Alison Fox
184,Hat,Books,446.62,,2025-10-17,CUS1886,canada,East,Misty Parsons
185,Pants,Clothing,322.42,7,11-May-25,CUS7182,UK,East,Jacqueline Fowler
186,Handcrafted Fresh Keyboard,Sports,40.06,7,11/07/2024,CUS7213,usa,South,Heather Gardner
187,Soap,Books,28.23,,2023-12-02,CUS6893,UK,West,Nichole Collins
188,Awesome Rubber Towels,Sports,402.07,9,2024-06-09,CUS1471,United States,North,Angela Gibson
189,Generic Sausages,Sports,441.24,1,11/20/2024,CUS8432,usa,Central,Destiny Hunt
190,Rubber Keyboard,Books,261.6,10,05-Jun-24,CUS9646,USA,North,Kim Christensen
191,Soap,Clothing,356.62,5,07/03/2025,CUS8393,United Kingdom,North,Melissa Reed
192,New Rubber Cheese,Electronics,264.08,6,08/18/2024,CUS2494,UK,West,Leslie Bailey
193,  Plastic Tuna  ,Electronics,229.43,8,2025-10-01,CUS2212,usa,Central,Alexander Estrada
194,Steel Mouse,Clothing,,4,04/20/2024,CUS1367,  United Kingdom  ,East,Kelly Knight
195,Shoes,Clothing,200.05,7,10/21/2025,CUS1067,United Kingdom,East,Ronald Blake
196,Gloves,Electronics,89.68,8,2025-08-04,CUS6102,Canada,East,Mary Coleman
197,Plastic Computer,Clothing,99.97,2,2023-11-10,CUS7107,Canada,South,Dawn Neal
198,Gorgeous Ball,Clothing,151.26,157,07-May-24,CUS7768,Canada,South,Brianna Lopez
199,  Concrete Pants  ,Electronics,N/A,4,24-Dec-24,CUS1358,Canada,South,Jeffrey Evans PhD
200,  Practical Computer  ,Electronics,Error,1,11/08/2024,CUS7888,Canada,North,Ann French
201,Plastic Ball,Sports,119.48,7,22-Jul-25,CUS2460,  United States  ,West,Matthew Copeland Jr.
202,  Salad  ,Home Goods,78.52,7,06/23/2025,CUS6131,UK,North,Sean Rivas
203,  For repair Fresh Computer  ,Home Goods,372.94,4,05/18/2025,CUS7228,  canada  ,East,Matthew Smith
203,  For repair Fresh Computer  ,Home Goods,372.94,4,05/18/2025,CUS7228,  canada  ,East,Matthew Smith
204,  Cotton Mouse  ,Sports,N/A,two,2025-09-23,CUS2291,usa,West,Brittany Irwin
,Metal Soap,Home Goods,234.63,,25-Oct-24,CUS6575,United Kingdom,West,Thomas Fox
206,Granite Table,Home Goods,32.57,3,03-Mar-25,CUS4065,usa,South,Lisa Tucker
206,Granite Table,Home Goods,32.57,3,03-Mar-25,CUS4065,usa,South,Lisa Tucker
207,Frozen Gloves,Electronics,356.7,6,09/13/2024,CUS2196,USA,Central,Allison Watson
208,Unbranded Cotton Sausages,Clothing,258.91,9,27-Jan-24,CUS4399,USA,North,Richard Stone
209,Soft Hat,Sports,103.04,-,25-May-24,CUS9022,Canada,West,Jill Bishop
210,Sleek Salad,Home Goods,326.5,4,2025-02-20,CUS6277,usa,East,Anna Moran
211,Gently Used Pizza,Home Goods,187.25,2,08/05/2024,CUS8643,canada,South,Christopher Wilson
212,Cotton Towels,Clothing,36.23,4,14-Nov-23,CUS2503,usa,West,Brian Ramirez
213,Cotton Mouse,Books,262.39,9,03/24/2025,CUS3218,UK,North,Kathryn Silva
214,Ergonomic Soft Towels,Books,Error,5,29-Oct-24,CUS4522,United States,East,Gabriel Henry
215,Ball,,28.47,3,10/27/2025,CUS3577,  UK  ,East,Anthony Hughes
215,Ball,,28.47,3,10/27/2025,CUS3577,  UK  ,East,Anthony Hughes
216,New Frozen Shirt,Electronics,96.06,193,12/16/2023,CUS9690,UK,West,Justin Harris
217,Gently Used Granite Shirt,Sports,395.89,two,,CUS9078,canada,East,Jeff Espinoza
218,Bacon,Clothing,Error,3,11/21/2024,CUS8854,United States,North,Jennifer Bowers
219,Tasty Chicken,Home Goods,46.8,5,11/14/2024,CUS8090,USA,South,Antonio Cooke
220,Tasty Metal Shoes,Sports,409.47,5,01/13/2024,CUS6716,UK,Central,John Baird
221,Sleek Gloves,Electronics,273.8,8,07/10/2025,CUS7376,  USA  ,East,Christina Bailey
222,Concrete Mouse,Sports,365.67,5,03/12/2024,CUS6804,United Kingdom,South,John Goodman
223,Mouse,Home Goods,473.32,1,17-May-24,CUS6497,UK,West,Grant Gonzalez
224,Metal Shoes,Home Goods,N/A,197,25-Nov-24,CUS2802,Canada,South,David Chen
225,Plastic Pizza,Books,23.0,2,12/17/2024,CUS7802,UK,West,Andrea Smith
226,Bike,Sports,26.51,3,29-Apr-24,CUS3970,USA,West,Emily Bonilla MD
227,Unbranded Tuna,Home Goods,471.08,one,15-Dec-23,CUS2160,United Kingdom,West,Patrick Jackson
228,Unbranded Plastic Keyboard,Clothing,172.41,6,2025-04-26,CUS8868,USA,Central,Crystal Taylor
229,Cotton Shirt,Books,361.62,3,03/06/2024,CUS7424,UK,South,James Jimenez
230,Refined Concrete Pizza,Sports,17.58,10,07/21/2024,CUS5871,United States,Central,Melissa Chavez
231,Chips,Home Goods,62.19,3,2025-08-14,CUS8864,usa,South,Joseph Rodriguez
232,Handcrafted Concrete Pizza,Clothing,444.2,8,27-Feb-25,CUS4556,Canada,East,Daniel Coffey
233,Gently Used Cheese,Home Goods,428.17,10,2025-01-16,CUS5533,Canada,Central,Natalie Russell
234,Gently Used Soap,Sports,427.23,10,2023-11-01,CUS5197,usa,North,Tyler Vega
235,Salad,Home Goods,24.47,9,07/24/2024,CUS8778,usa,South,David Hall
236,Fantastic Hat,Sports,396.39,5,2024-04-26,CUS6454,United States,West,Jared Black
237,  Chips  ,Books,330.66,3,19-Jan-25,CUS4658,United States,North,Kristi Morgan
238,Awesome Cotton Computer,Electronics,398.41,5,05/30/2025,CUS9080,USA,North,Dr. Andrea Gallegos
239,Steel Cheese,Home Goods,399.48,8,20-Mar-24,CUS8485,usa,North,Amy Harrell
240,Keyboard,Books,258.96,8,10/01/2024,CUS4707,  usa  ,West,William Thomas
241,Fish,Home Goods,89.57,4,2024-02-08,CUS8797,United States,North,Teresa Curtis
242,Gorgeous Rubber Cheese,Clothing,30.93,9,06/08/2024,CUS4771,Canada,East,Christopher Short
243,Computer,Books,470.67,7,14-Nov-23,CUS6653,Canada,Central,Alyssa Sims
244,Concrete Fish,Clothing,196.95,7,2024-08-06,CUS2505,United States,East,Regina Myers
245,Handcrafted Wooden Salad,Electronics,40.29,4,06/26/2025,CUS8407,canada,West,Jessica Riley
245,Handcrafted Wooden Salad,Electronics,40.29,4,06/26/2025,CUS8407,canada,West,Jessica Riley
246,Gently Used Granite Sausages,Home Goods,166.3,two,2024-09-20,CUS5178,USA,South,Alexandria Warren MD
247,Wooden Pizza,Clothing,405.06,4,2025-04-30,CUS9278,United Kingdom,West,Dr. Kristina Baker MD
248,Generic Gloves,Home Goods,304.02,147,12/23/2023,CUS3442,usa,North,Melinda Scott
249,Incredible Mouse,Electronics,N/A,,01-Jun-25,CUS9800,canada,East,Zachary Payne
250,Chair,Sports,436.15,3,11/26/2024,CUS7709,canada,West,Matthew Torres
251,Tuna,Clothing,485.74,4,27-May-24,CUS9801,United Kingdom,Central,Dominique Martin
252,Fantastic Shoes,Home Goods,138.91,7,05-Mar-24,CUS4171,  UK  ,East,Debra Watts
253,Tasty Cotton Car,Clothing,28.18,6,26-Nov-24,CUS4255,United States,East,Stephen Fields
254,Generic Shirt,Sports,208.79,4,28-Mar-24,CUS1891,UK,North,Laura Howell
254,Generic Shirt,Sports,208.79,4,28-Mar-24,CUS1891,UK,North,Laura Howell
255,  Fresh Mouse  ,Books,Error,,05/04/2025,CUS9106,United States,East,Todd Williams
256,Fantastic Salad,Sports,25.16,1,02/12/2025,CUS6196,canada,North,Jason Thompson
257,Fish,Clothing,N/A,2,2025-01-15,CUS2850,,East,John Nelson
258,  Metal Chicken  ,Sports,118.63,5,15-May-25,CUS3671,canada,East,Michelle Fitzpatrick
259,Ergonomic Table,Sports,169.34,-,2023-12-08,CUS8010,usa,North,Heather Hawkins
260,  Sleek Computer  ,Clothing,162.27,2,28-May-24,CUS2991,canada,North,Kristin Cherry
261,Wooden Mouse,Books,237.65,6,17-Mar-25,CUS2413,Canada,North,Deborah Rodriguez
261,Wooden Mouse,Books,237.65,6,17-Mar-25,CUS2413,Canada,North,Deborah Rodriguez
262,For repair Car,Home Goods,250.47,,13-Feb-25,CUS6711,United States,North,Linda Perez
263,Generic Salad,Books,Error,9,2025-09-05,CUS7801,usa,Central,Ashley Johnson
264,Plastic Keyboard,Electronics,104.62,2,12-Feb-25,CUS4924,United Kingdom,South,Denise Massey
265,Practical Steel Bike,Home Goods,169.39,5,18-Apr-24,CUS1304,USA,East,Michael Lee
266,Gently Used Plastic Table,Home Goods,134.73,7,2024-02-26,CUS2983,United Kingdom,North,Dawn Williams
267,Unbranded Plastic Keyboard,Home Goods,72.43,4,2024-03-10,CUS6669,Canada,South,Karen Mcbride
