OrderID,Product,Category,Price,Quantity,OrderDate,CustomerID,Country,Region,Salesperson
53,Gloves,Home Goods,124.42,10,08/31/2024,CUS3645,United States,Central,Allison Thompson
54,Handcrafted Granite Chips,Books,299.17,160,16-Nov-23,CUS1329,canada,North,William Johnson
55,Generic Keyboard,Electronics,356.45,10,,CUS2059,United States,East,Dr. Andrew Deleon
56,Rustic Metal Sausages,Books,452.64,10,03/29/2025,CUS1885,UK,South,Nicholas Dennis
57,Ball,Books,267.07,9,02/15/2025,CUS4550,canada,Central,Alexander Scott
58,Gorgeous Shirt,Books,453.82,9,2025-02-13,CUS2015,  USA  ,South,Shirley Nash
59,Rubber Tuna,Electronics,447.01,5,03/02/2024,CUS8819,Canada,Central,Christopher Martin
60,Tasty Hat,,170.52,2,2025-05-26,CUS5536,Canada,North,Meredith Gutierrez
61,Metal Chicken,Clothing,110.51,7,06/18/2025,CUS6618,  USA  ,East,Kyle Thompson
62,  Fantastic Plastic Keyboard  ,Sports,150.36,4,07-Oct-25,CUS7633,United Kingdom,North,Cory Miller
63,Soft Chair,Sports,323.86,4,2025-04-12,CUS2873,UK,South,Dennis Nelson
64,Sleek Bacon,Clothing,$476.63,1,2024-07-27,CUS8778,USA,Central,Steve Owens
65,Ball,Home Goods,499.96,10,2024-07-15,CUS3685,USA,North,Brandon Luna
66,Generic Fresh Pizza,Books,34.71,7,11/19/2023,CUS2997,Canada,South,Katelyn Donovan
67,Hat,Clothing,448.01,10,06/28/2025,CUS2081,UK,Central,Scott Taylor
68,Shirt,Clothing,325.64,10,2024-11-07,CUS8180,canada,North,Derrick Torres
69,Frozen Bike,Books,145.14,5,25-Jan-25,CUS9567,usa,North,Christopher Sanchez
70,Intelligent Metal Salad,Books,90.75,9,07-Jun-25,CUS3066,Canada,West,Melissa Lynch
71,Concrete Keyboard,Clothing,446.48,2,2024-01-09,CUS6135,United States,North,Felicia Garcia
72,Sleek Salad,Electronics,441.04,3,17-Feb-24,CUS7605,United Kingdom,North,Wanda Young
73,New Table,Books,140.19,1,2023-11-15,CUS4439,  United Kingdom  ,West,Kristen Evans
74,Fish,Clothing,319.5,,07-Nov-24,CUS9463,United Kingdom,Central,Michael Martinez
75,Plastic Table,Sports,430.05,9,10/10/2025,CUS2155,usa,North,Theresa Miller
76,Plastic Car,Clothing,72.42,4,2025-09-29,CUS9306,UK,South,Isabella Richardson
77,Awesome Tuna,Electronics,240.71,2,2024-04-15,CUS5527,UK,South,Marcus Sanchez
78,Unbranded Mouse,Clothing,466.6,7,02/03/2024,CUS5811,United Kingdom,East,Ann Barr
79,Car,Books,212.07,9,23-Jun-25,CUS9539,  canada  ,East,Michele Smith
80,  Incredible Mouse  ,Electronics,492.73,-,03-Dec-24,CUS3562,usa,West,Ryan Chapman
81,Generic Bacon,Home Goods,35.97,-,27-Oct-24,CUS2856,usa,North,Kristen Black
82,Awesome Frozen Keyboard,Electronics,466.76,9,2025-07-03,CUS7101,United Kingdom,West,Rachel Potter
83,Bike,Books,49.52,6,30-Aug-25,CUS2919,usa,North,Amber Li
84,Sleek Cotton Chair,Clothing,217.96,7,11-Sep-24,CUS5589,canada,North,Jennifer Green
85,Wooden Bike,Sports,Error,8,10/24/2024,CUS9399,canada,Central,Meagan Simmons
86,Refined Bike,Home Goods,125.34,4,21-Sep-24,CUS9161,  usa  ,South,Elizabeth Silva
87,Intelligent Cheese,Sports,444.17,-,2023-12-13,CUS5604,Canada,Central,Abigail Newton
88,Fantastic Shirt,Home Goods,208.07,7,09/27/2024,CUS3025,UK,West,John Hunt
89,Handcrafted Wooden Keyboard,Books,301.4,10,2025-10-23,CUS3632,UK,Central,Jeffrey Brown
90,Ergonomic Cotton Chair,Sports,487.09,3,20-Jul-25,CUS5408,UK,North,Sara Mathews
90,Ergonomic Cotton Chair,Sports,487.09,3,20-Jul-25,CUS5408,UK,North,Sara Mathews
91,New Frozen Hat,Clothing,436.4,2,12/24/2024,CUS5374,USA,West,Ashley Gibson
92,Used Granite Soap,Clothing,124.48,114,05/02/2024,CUS4203,Canada,East,Joshua Peterson
93,Intelligent Wooden Car,Books,287.49,8,25-Dec-24,CUS2537,canada,East,Anthony Jimenez
94,Frozen Cheese,Clothing,180.87,2,11/16/2023,CUS7847,Canada,East,Craig Wilson
95,Incredible Pizza,Clothing,496.17,2,10-Apr-25,CUS5915,  usa  ,North,Preston Vargas
96,Fish,Clothing,N/A,one,09-Nov-24,CUS3640,usa,Central,Valerie Morales
97,Wooden Keyboard,Books,316.08,5,2025-08-29,CUS5783,United Kingdom,Central,Matthew Harris
98,For repair Soft Bike,Sports,28.44,2,30-Aug-24,CUS6741,  Canada  ,East,Kathy Dunlap
99,  Towels  ,Home Goods,52.35,9,2024-08-19,CUS6552,Canada,North,Jill Klein
100,Small Keyboard,Electronics,213.8,9,2024-01-25,CUS7358,canada,East,Jessica Floyd
101,Fantastic Car,Clothing,480.43,8,30-May-24,CUS6951,  Canada  ,South,William Patterson
102,Car,Books,159.53,1,03-Aug-24,CUS2823,United States,Central,Jerry Cuevas
103,Shirt,Electronics,62.52,8,05/23/2025,CUS8987,United Kingdom,East,Deborah Edwards
104,,Home Goods,$336.18,2,10/10/2025,CUS5742,USA,North,Cynthia Norris
105,New Rubber Car,Electronics,429.5,8,29-Jan-24,CUS3981,canada,East,Michaela Ryan
106,Fresh Pizza,Home Goods,394.07,,2024-02-21,CUS4937,Canada,West,Eric Jackson
107,New Granite Salad,Electronics,Error,10,21-Feb-24,CUS6009,United States,West,Shaun Sanders MD
108,Practical Soft Ball,Electronics,199.2,1,2025-02-09,CUS9988,usa,East,William Hess
109,Refined Wooden Mouse,Sports,222.52,4,2024-05-08,CUS3969,United States,North,Lisa Combs
110,Fish,Clothing,470.7,8,08-Oct-24,CUS4434,UK,West,George Harrell
111,Awesome Shirt,Sports,345.74,9,2025-02-17,CUS3163,United Kingdom,West,James Roman
112,Bacon,Books,224.53,10,02/23/2024,CUS4926,usa,East,Katherine Mccormick
112,Bacon,Books,224.53,10,02/23/2024,CUS4926,usa,East,Katherine Mccormick
113,Chicken,Clothing,357.64,2,26-Apr-24,CUS2554,USA,North,David Clark
114,Tasty Gloves,,362.93,6,08-Jan-25,CUS5810,United States,South,Steven Boone
114,Tasty Gloves,,362.93,6,08-Jan-25,CUS5810,United States,South,Steven Boone
115,Licensed Rubber Cheese,Sports,100.02,9,2025-01-27,CUS4468,  usa  ,South,Cynthia Pollard
116,Ball,Clothing,276.34,4,14-Jun-25,CUS6894,UK,West,Brandy Chan
117,Salad,Sports,29.02,1,12/19/2023,CUS9365,USA,North,John Harrington
118,Salad,Clothing,288.78,4,04/20/2024,CUS2383,UK,North,Gloria Brewer
119,Bacon,,425.73,7,2024-09-14,CUS6937,  United Kingdom  ,North,Aaron Jimenez
120,Granite Gloves,Clothing,109.27,6,05/11/2024,CUS9774,  Canada  ,East,Dawn Stout
121,Ball,Home Goods,44.74,4,12-Dec-24,CUS8902,United States,Central,Brittney Pace
122,Gently Used Fresh Towels,Books,461.77,two,10/02/2025,CUS4896,usa,North,Amber Morales
123,Frozen Table,Books,217.06,10,01/17/2025,CUS8444,canada,East,Dana Martin
124,Plastic Bacon,Books,218.93,4,23-Jul-25,CUS3952,United States,North,Joseph Allen
125,Sleek Frozen Shoes,Clothing,81.7,6,02-Mar-24,CUS6435,UK,Central,Jesse Wilson
126,Small Concrete Shirt,Clothing,432.41,5,25-Sep-25,CUS1557,United States,West,Douglas Jones
127,Handcrafted Chicken,Sports,10.35,9,07/24/2024,CUS4456,UK,South,Brandon Brock
128,Intelligent Cotton Mouse,Sports,24.98,3,2024-09-12,CUS1238,United States,Central,Eric Valdez
129,Gloves,Clothing,428.26,4,2024-12-01,CUS1761,USA,Central,Eric Brown
130,New Plastic Ball,Home Goods,206.38,7,07/07/2024,CUS7926,USA,North,Anna Smith
131,Keyboard,Books,362.71,6,04/17/2025,CUS9153,canada,East,Michael Grimes
132,Soap,Clothing,383.62,one,27-Nov-24,CUS4392,canada,East,Matthew Bryant
133,Sleek Sausages,Sports,281.58,10,09-Jun-24,CUS2287,United States,South,William George
134,Small Towels,Books,88.92,6,01/06/2024,CUS2181,United States,South,Lucas Brady
135,  Plastic Computer  ,Electronics,71.89,,2024-05-06,CUS3922,canada,East,Johnny Smith
136,Practical Ball,Books,364.6,8,2024-07-14,CUS6226,United States,North,Nicole Butler
137,Gently Used Shoes,Home Goods,476.78,4,01/19/2024,CUS7677,United Kingdom,Central,Jeffrey Woods
137,Gently Used Shoes,Home Goods,476.78,4,01/19/2024,CUS7677,United Kingdom,Central,Jeffrey Woods
138,Steel Towels,Clothing,213.66,9,04-May-25,CUS6803,Canada,North,Jesus Taylor
139,Generic Metal Towels,Sports,78.27,7,05/25/2025,CUS7737,canada,Central,David Thomas
140,  Licensed Fresh Salad  ,Home Goods,72.25,1,26-Dec-24,CUS8625,Canada,Central,Charles Hoffman
141,Cotton Table,Sports,420.78,8,10/15/2025,CUS9135,UK,South,Suzanne Frye
142,Pants,Sports,62.62,10,12/04/2024,CUS8533,USA,West,Barbara Cole
143,Concrete Chair,Sports,145.65,9,16-Nov-24,CUS4149,United Kingdom,South,Dominique Morgan
144,Generic Table,Electronics,198.36,8,2023-11-16,CUS2132,United Kingdom,South,Kyle Olson MD
145,Wooden Tuna,Clothing,366.98,,02/08/2025,CUS4898,United Kingdom,Central,Todd Taylor
146,  Keyboard  ,Electronics,260.16,5,2025-10-25,CUS9411,  USA  ,North,John Bell
147,Soap,Clothing,116.45,9,01/01/2024,CUS2990,canada,South,Michele Howard
148,Practical Shoes,Clothing,439.58,7,2024-01-01,CUS8738,  canada  ,South,Douglas Garrison
149,Fresh Car,Electronics,143.93,4,2025-05-29,CUS8733,canada,North,Kristie Benton
150,Granite Chair,Electronics,288.79,130,08/24/2025,CUS1668,USA,Central,Bryan Johnson
151,Shoes,Home Goods,393.87,9,23-Aug-24,CUS6209,USA,West,Kevin Allen
152,Rustic Keyboard,Sports,452.03,8,03/13/2025,CUS1813,UK,South,Gabrielle Jones
152,Rustic Keyboard,Sports,452.03,8,03/13/2025,CUS1813,UK,South,Gabrielle Jones
153,Small Rubber Car,Books,371.61,143,2024-12-10,CUS2066,usa,Central,Diana Morgan
154,Small Towels,Clothing,$436.71,10,10/01/2024,CUS7317,canada,Central,Danielle Green
155,Small Chicken,Home Goods,445.14,6,01-Aug-24,CUS1106,canada,East,Lorraine Armstrong
156,Awesome Sausages,Books,288.6,4,03/10/2024,CUS2814,USA,East,Katherine Ford
157,Gloves,Clothing,158.17,4,02/13/2025,CUS4829,UK,South,Sarah Hunt
158,Bacon,Electronics,387.94,5,2025-04-30,CUS1135,UK,Central,Andrea Barry
158,Bacon,Electronics,387.94,5,2025-04-30,CUS1135,UK,Central,Andrea Barry
159,Small Ball,Electronics,356.81,-,10/03/2024,CUS1033,United Kingdom,Central,Shelley Duncan
160,Fantastic Shoes,Home Goods,93.14,7,2025-10-26,CUS4135,usa,East,Dana Bowen
161,Gently Used Shoes,Clothing,468.71,1,2024-12-08,CUS7883,canada,East,Kristen Baker
162,For repair Concrete Soap,Sports,122.81,149,2024-03-29,CUS7490,UK,East,James Scott
163,  Used Metal Shirt  ,Books,78.72,9,04/06/2024,CUS5397,United Kingdom,South,Robert Moreno
164,Soft Towels,Home Goods,132.52,5,2025-01-20,CUS8500,United States,West,Angela Dunn
165,Intelligent Salad,Books,384.97,5,2025-03-01,CUS2283,canada,North,Linda Blake
166,Gently Used Concrete Shirt,Electronics,323.48,123,01/16/2024,CUS9504,United States,Central,Patrick Rodriguez
167,Small Fresh Mouse,Sports,293.02,4,31-Jan-25,CUS6718,Canada,South,Kenneth Fisher
168,Soft Car,Sports,477.83,3,2024-07-10,CUS6110,United Kingdom,West,Mr. James Carlson
169,Hat,Electronics,99.05,3,02/18/2025,CUS7764,USA,East,Cynthia Berg
170,Gorgeous Computer,Clothing,287.5,10,2024-07-24,CUS1762,United Kingdom,Central,Jessica Gonzalez
171,Pants,Sports,347.04,7,09/09/2025,CUS9362,  United States  ,North,Teresa Moore
172,Unbranded Metal Mouse,Home Goods,Error,3,12-May-24,CUS5947,United Kingdom,North,Russell Burch
173,Steel Chair,Electronics,254.49,-,06-Jul-24,CUS6592,  United States  ,East,Erin Flores
174,Practical Chair,Clothing,338.66,7,25-Jan-25,CUS8100,USA,South,Jo Hernandez PhD
175,Ergonomic Wooden Chips,Sports,33.69,4,05/29/2024,CUS2684,UK,North,Kevin Cross
176,Table,Clothing,64.55,1,08-Feb-25,CUS8083,  UK  ,North,Michael Moody
177,Pants,Sports,417.68,6,03-Nov-23,CUS9383,canada,Central,Ruth Brown
178,Incredible Sausages,Electronics,35.43,8,2025-02-09,CUS7376,USA,South,Brittney Hill
179,Fish,Sports,422.45,7,06/15/2024,CUS6023,USA,South,Randy Noble
180,Wooden Computer,Home Goods,462.06,2,01-Dec-23,CUS5484,United States,North,Dr. Joshua Campbell Jr.
181,Mouse,Sports,17.42,8,30-Sep-24,CUS6251,usa,Central,Richard Obrien
182,New Salad,Clothing,184.59,3,10/18/2024,CUS9910,United Kingdom,Central,Rachel Chambers
183,Wooden Table,Electronics,,1,12/28/2024,CUS1441,United States,South,Stacey Obrien
184,  Rustic Ball  ,Sports,101.48,7,09/20/2025,CUS6344,canada,Central,Tammy Reed
185,Practical Mouse,Clothing,184.93,185,04-Jan-25,CUS2049,  usa  ,South,Glen Anderson
186,  Handmade Bike  ,Books,303.7,6,06-Aug-25,CUS7209,canada,East,Theresa Harris
187,Bacon,Clothing,$56.63,7,23-Jun-24,CUS3846,Canada,North,Charles Jones
188,Awesome Fresh Computer,Books,331.94,5,04/04/2025,CUS5246,USA,Central,Debra King
189,Cotton Table,Sports,Error,1,17-Jun-24,CUS1768,usa,Central,Sonya Ritter
189,Cotton Table,Sports,Error,1,17-Jun-24,CUS1768,usa,Central,Sonya Ritter
,Tuna,Home Goods,66.6,3,2024-06-21,CUS9484,usa,East,Anthony Cameron
191,Chair,Clothing,$407.67,9,16-Sep-24,CUS3328,Canada,South,Jeff Jackson
192,Rustic Soft Gloves,Sports,368.2,4,23-Feb-25,CUS5357,canada,Central,Todd Jones
193,Sleek Bacon,Clothing,117.99,10,29-Apr-25,CUS8576,USA,South,Ellen Hawkins
194,Intelligent Bike,Clothing,426.56,1,2024-11-20,CUS8358,  usa  ,Central,Sarah Manning
195,Pants,Sports,287.65,9,13-Sep-25,CUS1804,USA,North,Victoria Rodriguez
196,Chips,Sports,308.1,2,2025-05-30,CUS4061,UK,South,Kimberly Rodriguez
196,Chips,Sports,308.1,2,2025-05-30,CUS4061,UK,South,Kimberly Rodriguez
197,Soft Car,Home Goods,417.56,10,2024-03-23,CUS6260,United States,South,Jason Crosby
198,Fish,Books,160.95,2,2025-07-13,CUS1181,USA,East,Jessica Gordon
199,Intelligent Pants,Home Goods,356.25,120,2024-08-30,CUS8935,Canada,West,Heather Obrien
200,Fish,Electronics,262.03,2,08/09/2025,CUS3863,canada,South,Lori Bradley
201,Shoes,Electronics,231.08,8,12/04/2024,CUS6189,United Kingdom,North,Chelsey Woods
202,Tasty Granite Ball,Books,302.07,1,24-Dec-23,CUS9765,USA,East,Mandy Russell
203,Licensed Chips,Books,491.34,2,01-Oct-24,CUS1238,USA,East,Joseph Rogers
204,Chair,Home Goods,31.22,7,03/27/2025,,USA,South,Kathy Wagner
204,Chair,Home Goods,31.22,7,03/27/2025,,USA,South,Kathy Wagner
205,  Fantastic Metal Computer  ,Books,118.34,164,2023-11-13,CUS9722,United States,North,Sharon King
206,Awesome Mouse,Sports,318.42,2,2024-08-19,CUS1723,usa,Central,William Ortiz
207,Handcrafted Cotton Ball,Books,343.94,189,05-Nov-23,CUS5555,USA,West,Angela Nguyen
208,Chicken,Books,52.23,5,21-Dec-23,CUS5868,USA,North,Timothy Jackson
209,Plastic Car,Home Goods,118.26,8,2024-02-05,CUS2508,canada,North,Jill Johnson
210,Fish,Sports,489.65,2,10/03/2024,CUS7566,  Canada  ,South,David Wilson
211,Sleek Fresh Chicken,Electronics,15.87,7,21-Nov-24,CUS3312,USA,South,Colton Mccoy
212,New Towels,Sports,427.05,2,03/19/2025,CUS7734,UK,South,Nicole Aguilar
213,Tasty Metal Pizza,Books,456.16,1,09/29/2024,CUS5863,canada,West,Shane Taylor
214,Handmade Wooden Keyboard,Home Goods,299.77,6,04-Sep-24,CUS7996,USA,East,Cheryl Dunn
215,Gloves,Home Goods,219.38,108,2023-11-05,CUS3553,United Kingdom,South,Frederick Montgomery
216,New Plastic Chair,Clothing,Error,5,2025-07-30,CUS5289,Canada,West,Jason Castillo
217,Fantastic Plastic Shirt,Books,104.86,2,03/14/2024,CUS2827,Canada,East,Keith Moss
218,Ball,Home Goods,77.88,,17-Apr-25,CUS2887,  Canada  ,West,Patricia Johnson
219,Awesome Pants,Clothing,363.46,10,2024-11-10,CUS3195,UK,East,Billy Valdez
220,  Intelligent Computer  ,Home Goods,N/A,3,03/20/2025,CUS8724,Canada,East,Jacob Weaver
221,Shirt,Home Goods,318.54,two,18-Sep-25,CUS6548,United Kingdom,South,Yesenia White
222,Sleek Towels,Clothing,140.98,2,19-Jun-24,CUS2387,USA,Central,Heather Watkins
223,  Chicken  ,Sports,499.44,1,08-Jul-25,CUS1778,UK,North,Miranda Schmidt
224,Steel Cheese,Electronics,361.59,10,02/07/2024,CUS6755,United States,East,Reginald Kemp
224,Steel Cheese,Electronics,361.59,10,02/07/2024,CUS6755,United States,East,Reginald Kemp
225,New Steel Mouse,Books,268.99,1,07-Nov-23,CUS5958,Canada,North,Jacob Mccoy
226,Plastic Keyboard,Home Goods,261.33,6,05/25/2024,CUS1832,canada,North,Lisa Green
227,,Electronics,381.2,8,31-May-25,CUS4924,Canada,West,Elaine Baldwin
228,Shirt,Electronics,50.33,9,13-Sep-25,CUS2324,canada,Central,Scott Baxter
229,Bacon,Books,$54.81,7,2024-01-14,CUS2220,UK,North,Christopher Murphy
230,Pants,Books,266.05,9,2025-04-28,CUS6163,  usa  ,Central,Patrick Simon
231,Chair,Sports,347.75,2,2024-08-21,CUS2332,Canada,East,Robert Page
232,Metal Pants,Sports,100.43,5,2024-03-04,CUS3751,United Kingdom,South,Emily Lane
233,Handcrafted Keyboard,Electronics,376.72,6,2024-01-27,CUS5166,  UK  ,South,Joseph Burgess
234,Steel Chair,Home Goods,420.03,6,15-Feb-25,CUS5620,United States,Central,Matthew Nguyen
235,Table,Home Goods,379.89,6,14-Apr-24,CUS3725,United States,North,Danielle Johnson
236,Handcrafted Chair,Clothing,73.37,8,2024-09-18,CUS2669,United States,East,Peter Arnold
237,  Sausages  ,Books,341.32,5,2025-09-06,CUS9287,UK,Central,Blake Archer
238,Metal Chips,Electronics,476.67,4,07-Jul-24,CUS9067,USA,North,Julie Newman
239,  Pants  ,Clothing,86.36,7,04/06/2025,CUS6873,usa,West,Kimberly Davis
240,Pizza,Home Goods,497.89,3,02/25/2025,CUS2524,canada,North,Marcus Olsen
241,Rustic Soft Towels,Electronics,187.69,9,14-Sep-25,CUS6768,canada,West,Brandon Thomas
242,Fantastic Bike,Clothing,283.96,4,18-Mar-25,CUS4016,usa,North,Samantha Dudley
243,Gorgeous Hat,Electronics,17.58,3,09-Dec-23,CUS7011,canada,North,Gene Hill
244,Handmade Plastic Keyboard,Clothing,358.96,10,2024-04-02,CUS3239,USA,East,Aaron Reeves
245,Pizza,Sports,433.6,4,01-Feb-24,CUS6364,Canada,Central,Amanda Holt
246,Car,Electronics,N/A,,25-Sep-25,CUS3927,,Central,Maria Neal
247,  Rubber Fish  ,Clothing,226.6,4,2024-11-30,CUS6549,United Kingdom,North,Jackie Morales
248,Computer,Electronics,48.26,-,17-Jun-24,CUS5334,UK,North,Sarah Miller
249,Fresh Shoes,Sports,212.32,7,24-Feb-24,CUS7471,United States,West,Monica Harris
250,Gorgeous Steel Hat,Sports,204.14,4,2024-07-01,CUS7827,United States,Central,Chad Moody
251,Gloves,Sports,327.13,9,2024-08-23,CUS5937,  usa  ,North,Rebecca Adams
252,Fresh Table,Home Goods,211.51,one,2024-09-20,CUS5097,United Kingdom,East,Kelli Jones
253,New Wooden Salad,Clothing,70.85,2,18-Apr-25,CUS8544,United Kingdom,East,Connie Frey
254,Rustic Cotton Sausages,Clothing,487.85,9,2024-01-30,CUS7303,United Kingdom,North,Sheila Thomas
255,Sleek Concrete Chicken,Clothing,95.13,4,02-Jun-25,CUS2916,  usa  ,West,Douglas Copeland
256,Used Plastic Mouse,Home Goods,283.95,3,08/17/2025,CUS1109,United States,West,Adam Smith
257,Soft Tuna,Home Goods,115.7,9,10-Aug-24,CUS7915,USA,West,Amber Evans
258,Generic Fresh Bacon,Electronics,350.13,9,08/29/2024,CUS9697,canada,East,Isaac Copeland
259,Hat,Sports,430.05,1,2023-11-18,CUS5373,UK,North,Sean Robbins
260,Intelligent Granite Sausages,Clothing,N/A,10,2025-03-21,CUS4506,usa,North,Paul Jones
261,Rubber Bacon,Home Goods,277.84,3,18-Feb-25,CUS9495,,West,Wesley Vang
262,Granite Salad,Home Goods,,1,10/27/2024,CUS9476,  United Kingdom  ,South,Rhonda Davila
263,Generic Granite Car,Books,186.64,1,2024-10-12,CUS7150,usa,South,Isaiah Hatfield
264,Bike,Sports,172.74,5,23-Sep-24,CUS9501,  Canada  ,Central,Willie Rhodes
265,Awesome Soft Gloves,Clothing,$356.86,8,04/02/2024,CUS3811,United Kingdom,West,John Snyder
266,Rubber Pizza,Sports,295.59,6,05/06/2025,CUS7563,UK,East,Ryan Chandler
267,Unbranded Metal Soap,Books,437.43,9,09/26/2025,CUS5097,usa,West,Benjamin Sawyer
268,Small Towels,Home Goods,177.8,6,03/15/2024,CUS1357,USA,North,Joshua Fisher
269,Tasty Hat,Home Goods,,9,05/26/2024,CUS9967,usa,South,Natasha Bell
270,  Steel Mouse  ,Home Goods,Error,1,2025-05-29,CUS9122,  UK  ,Central,John Walters
271,Incredible Gloves,Sports,79.17,2,2025-02-14,CUS1626,  USA  ,Central,Stephanie Estes
272,  Rubber Keyboard  ,Electronics,N/A,5,04/11/2024,CUS1824,United States,Central,Nicole Sparks
273,Fish,Home Goods,281.36,7,2025-08-13,CUS2669,United Kingdom,South,Amanda Clay
274,Shirt,Home Goods,356.02,3,02/27/2025,CUS3421,United Kingdom,West,Donald Smith
